tags_FUN,tags_WIN,spell_FUN,spell_WIN,speed_share_FUN,win_stuck_frac,plausible,fun_gt_win,set,AROUSAL_DECAY_RATE,AROUSAL_RESTORATION_SWITCH,AROUSAL_RESTORATION_TAGGER,SOFTMAX_TEMPERATURE,STARTING_DISTANCE,CATCH_DISTANCE,PURSUIT_NOISE,GIVE_UP_DISTANCE,GIVE_UP_TIME
99.94,1.16,4.495,110.23,0.8742236976561205,1.0,False,True,106,0.0713507878299518,0.5119685072073895,2.561240992754316,3.4614490012028214,1.7784401624281072,1.5218779808833094,0.1935255793277914,8.842641803859127,7.818043870845502
63.73,1.22,7.645,113.895,0.9064571078136201,0.99,False,True,107,0.0318127010428245,0.7173639706043689,0.8861173457058023,3.943260775190408,2.06354172608592,1.9909187150809484,0.941370220134278,3.931197482811196,7.752930721659809
76.6,0.98,4.89,113.13,0.8391097993596887,1.0,False,True,108,0.0552070979774974,0.2700236137487585,1.917494550159832,1.609014682777839,1.7048281248420192,0.7378934391415043,0.8619493874277555,11.956050316057858,5.762176285484506
52.72,1.14,8.035,111.34,0.8883533320018648,1.0,True,True,109,0.0344542030964786,0.6747912039797862,1.4934716759272515,2.101700577490447,1.9759151461787456,1.5938718418216913,0.3924503646632117,7.2727580358432835,9.42786433614396
22.73,0.51,10.05,116.505,0.8838818363351207,1.0,True,True,110,0.0279384076868486,1.4043719463683906,1.829320383608364,2.229145601164239,2.282700939595916,0.6575923764238123,0.2232052103432905,8.066808333765135,3.3830996873558763
29.41,0.96,9.55,114.73,0.9160287312253551,1.0,True,True,111,0.0219099130488334,1.2235741438160816,1.2367772673856068,2.998832221794473,2.0971853124231243,1.4740378363497282,0.9316262211524906,4.898733446069112,3.051034908536386
49.07,1.05,7.07,115.51,0.8925987884688905,1.0,True,True,112,0.0372402386973812,0.7902967518682719,1.641314845323946,0.52435317294794,2.2499662317110283,1.646775065191713,0.2945687630846015,4.52005667999813,8.896376315124376
24.63,0.97,10.62,110.035,0.8929705191796009,0.99,True,True,113,0.0269313256146728,1.4825919326540875,2.24851308545508,2.2940995302928786,2.126361064502248,0.6960161366974071,1.165550823762381,7.166101260922291,9.338895710043184
27.24,0.38,6.29,117.895,0.8123668891060334,1.0,True,True,114,0.0735618303573288,1.9630123489532696,2.639246955620093,0.2765321062302564,4.809225514140947,0.8284629106623463,1.398817789595816,8.405565718030518,6.558529315697346
43.38,0.82,7.91,110.46,0.8255908045704107,0.99,True,True,115,0.032147452766586,0.2640253682006966,1.37152919024722,2.0626564948927086,3.1969922578663144,1.0436779449443334,0.0285915142655693,9.873047502998908,8.245396591360132
